audit/66_corrected_conditional_regularity_closure.md	audit_closure-target-tree-v56	43aaee25350893bfa4eabc9b80c7a0acbeb2a04948f4a94a123685139bf749bf	a8fa6a560ea509ba8e8f3aba0804dc92ffb1b8be77c92f87a8e10165fe419cb2
audit/68_g1star_v3_joint_tail_decomposition.md	audit_closure-target-tree-v56	54fc19b0220bd10eacc8395518551be13f5115f021530a51e5b34a743db4a12b	031fed3515a8ca21bbb46ffbce2f96f6b1b4ca8b3bf71e02d142d4d72d309821
formal/millennium/lean/MillenniumAudit/HypothesesComplete_v3.lean	audit_g1-prize-standard-v4-20260913	fef6fb1c0be88a28b106f5c8453795feac889ac3d43c3353e647da20a430814c	f4bbdfe0434992ebebc603a205b1384d31247b12ee871efec5cac521324b5aaa
formal/G1/HypothesesComplete_v2.lean	audit_g1-beta-multiprover-20260913	61c22a677e221626ae2b29ae0fc129347a8e4b93220e9c27cd692e4de999ebc2	4efd7ac78625d64a6475cddb5cbc6a02dd479f670d40ad72d0f9b3119b05d8d8
formal/millennium/lean/lakefile.toml	audit_g1-beta-multiprover-20260913	87d61e4c3e600b0acebd7712fe60283fb70a82d3bed647a02275e07fa6cae1a3	064a7562ffb387687dc266811e148853bf6e78e9c8405c4255259396de0b5927
formal/millennium/lean/MillenniumAudit.lean	audit_g1-beta-multiprover-20260913	60f51857a1b3e497834bc7ef5bea690d91de10d5b52e32c37cb5d83adcd0be46	5e38a8799a78b3f555b8c2a46cff58acee713a79fc87b2224388f24539292453
formal/lean/lean-toolchain	audit_millennium-multiprover-structure-20260913	55e97be96000b5e9e290c9e74482e5e317861499a5540353ce845471bded8cea	55fd3a6a977cf9896df7a6aef25a2abeaceaa7dd7b85ec74340ecaecaf9e9415
formal/lean/lakefile.toml	audit_millennium-multiprover-structure-20260913	ae588249ee34ba35be93608e76703456a73ba966cc13cd08f1a2383af9d901f1	db3a25ccc601b3c02540c5702b76f193413bec1c06cd07e323fe25d89efbe09b
formal/millennium/lean/lakefile.toml	audit_millennium-multiprover-structure-20260913	87d61e4c3e600b0acebd7712fe60283fb70a82d3bed647a02275e07fa6cae1a3	064a7562ffb387687dc266811e148853bf6e78e9c8405c4255259396de0b5927
formal/millennium/lean/MillenniumAudit/G1Audit.lean	audit_millennium-multiprover-structure-20260913	fe33c592c0c70a652d969f0950d1e24464f815dfe1168141d9fee81bbdf5c728	112298d820fb0dbc74e6f770f8f95803ab7376cc912e00ee82b037b6167236ec
formal/millennium/lean/MillenniumAudit.lean	audit_millennium-multiprover-structure-20260913	60f51857a1b3e497834bc7ef5bea690d91de10d5b52e32c37cb5d83adcd0be46	5e38a8799a78b3f555b8c2a46cff58acee713a79fc87b2224388f24539292453
tests/test_gap_certificate_pipeline.py	audit_millennium-multiprover-structure-20260913	cacae31182809c098169ea95322f231aef57afbe37032299c2f784fb1a8b1911	45fb3cb9cd88bfd9a7ade6dc2266a6a119151f5d70619d630497f4b4f5cc1eeb
.github/workflows/millennium-multiprover.yml	audit_millennium-multiprover-structure-20260913	0c16f7c177a543773c6b848db08f9bab89b4b328848024241a55c56e60e82e48	16552b1d63c6b20988accc825d581107eefa364e1a5e1c8c0a8be574270a796f
.github/workflows/audit-integrity.yml	audit_millennium-multiprover-structure-20260913	e62ad7ed5183a2a8c640835586fe5f9978179079cb90b81878075e9f4faf54d5	32557f77cf92273934f225b227368e7a970adf5ce6eac4e868853559db35c98e
formal/lean/lean-toolchain	audit_final-two-stage-review-nsb2-20260912	55e97be96000b5e9e290c9e74482e5e317861499a5540353ce845471bded8cea	55fd3a6a977cf9896df7a6aef25a2abeaceaa7dd7b85ec74340ecaecaf9e9415
formal/lean/lakefile.toml	audit_final-two-stage-review-nsb2-20260912	ae588249ee34ba35be93608e76703456a73ba966cc13cd08f1a2383af9d901f1	db3a25ccc601b3c02540c5702b76f193413bec1c06cd07e323fe25d89efbe09b
tests/test_gap_certificate_pipeline.py	audit_final-two-stage-review-nsb2-20260912	cacae31182809c098169ea95322f231aef57afbe37032299c2f784fb1a8b1911	3d0da599f10ad23a37d5f36f2b60af9d75a62f8d5826f6682a0c24462fed379c
.github/workflows/audit-integrity.yml	audit_final-two-stage-review-nsb2-20260912	e62ad7ed5183a2a8c640835586fe5f9978179079cb90b81878075e9f4faf54d5	32557f77cf92273934f225b227368e7a970adf5ce6eac4e868853559db35c98e
audit/evidence/EVIDENCE_STATUS_LEDGER.csv	audit_final-two-stage-review-nsb2-20260912	bf248da8d66574c8e5a9589eca91b8427332c58864185541b4cda718a9f94fb7	e9c9856f8f710cbfab7d7138b1a3c8b9585bf53110b488dce9786a7b230626b9
formal/lean/lean-toolchain	audit_correct-provenance-attribution-20260912	55e97be96000b5e9e290c9e74482e5e317861499a5540353ce845471bded8cea	55fd3a6a977cf9896df7a6aef25a2abeaceaa7dd7b85ec74340ecaecaf9e9415
formal/lean/lakefile.toml	audit_correct-provenance-attribution-20260912	ae588249ee34ba35be93608e76703456a73ba966cc13cd08f1a2383af9d901f1	db3a25ccc601b3c02540c5702b76f193413bec1c06cd07e323fe25d89efbe09b
README.md	audit_correct-provenance-attribution-20260912	7639dadac08e49aa1e2cba269622b1ab67abe93fe9d157c705a1a68edaf27e6a	fc8ff802109f884f944c0005f6bc5e35a62e08e22dc944043377c835d467fa2e
TIMELINE.md	audit_correct-provenance-attribution-20260912	51cdb34b617a8c1d5e57bfd9eca0a5e29cb054ae22fc8d11d7526c502f9d8580	bc85c1f422737fcf6497792aeacc5100f1fe152fe2510b2e2617073af00d6714
.github/workflows/audit-integrity.yml	audit_correct-provenance-attribution-20260912	e62ad7ed5183a2a8c640835586fe5f9978179079cb90b81878075e9f4faf54d5	dca627f910f48d94cdee3a5fe79ee07b607e23f6ad717b037c60d6534fb124c6
evidence/forensic_first_occurrence.csv	audit_correct-provenance-attribution-20260912	bd93e296ec657adb652ca04d0413ff46b1029b2a9d3e1bb06fb0ad36bb338306	c491ff90ca6766b4d955b35d739799b465f91d8c3b0cb86f86c6776baafa3ea0
audit/evidence/EVIDENCE_STATUS_LEDGER.csv	audit_correct-provenance-attribution-20260912	bf248da8d66574c8e5a9589eca91b8427332c58864185541b4cda718a9f94fb7	e9c9856f8f710cbfab7d7138b1a3c8b9585bf53110b488dce9786a7b230626b9
audit/MASTER_AUDIT_INDEX.md	audit_correct-provenance-attribution-20260912	93949b274f9b4d27e7e65e5e4f8874ebdd5849680c9d3e467f1945e9bca92dbb	e969a39478d21bbee3265214910f4660d4644ef00adf90ed8af4ee3e6421fe5f
CLAIMS.md	audit_correct-provenance-attribution-20260912	6fc21799450475ce855e314c1944407940f03bd0f2949f615550a65aa1063b6e	f9240eca4d0066201e104e694bf7ff292818d3ba60e7b134e7fe76aa99b727ad
STATUS.md	audit_correct-provenance-attribution-20260912	7cd5fe11b7704141309ac7287bbba1a1b726560373d8d1ec146d037a084e9b11	c050b634fee0a6f556dcc21dba08374749151c4362ff676e254f45691e360513
audit/66_corrected_conditional_regularity_closure.md	audit_closure-target-tree-v56	43aaee25350893bfa4eabc9b80c7a0acbeb2a04948f4a94a123685139bf749bf	a8fa6a560ea509ba8e8f3aba0804dc92ffb1b8be77c92f87a8e10165fe419cb2
audit/68_g1star_v3_joint_tail_decomposition.md	audit_closure-target-tree-v56	54fc19b0220bd10eacc8395518551be13f5115f021530a51e5b34a743db4a12b	031fed3515a8ca21bbb46ffbce2f96f6b1b4ca8b3bf71e02d142d4d72d309821
formal/lean/lean-toolchain	copilot_add-lre-ns-framework	55e97be96000b5e9e290c9e74482e5e317861499a5540353ce845471bded8cea	55fd3a6a977cf9896df7a6aef25a2abeaceaa7dd7b85ec74340ecaecaf9e9415
formal/lean/lakefile.toml	copilot_add-lre-ns-framework	ae588249ee34ba35be93608e76703456a73ba966cc13cd08f1a2383af9d901f1	db3a25ccc601b3c02540c5702b76f193413bec1c06cd07e323fe25d89efbe09b
README.md	copilot_add-lre-ns-framework	7639dadac08e49aa1e2cba269622b1ab67abe93fe9d157c705a1a68edaf27e6a	fc8ff802109f884f944c0005f6bc5e35a62e08e22dc944043377c835d467fa2e
TIMELINE.md	copilot_add-lre-ns-framework	51cdb34b617a8c1d5e57bfd9eca0a5e29cb054ae22fc8d11d7526c502f9d8580	23ebdf0fd7cf1a75112c0553e9365d4a5e427a75697eab055dcce16114af33df
evidence/README.md	copilot_add-lre-ns-framework	9605340b07e675dd60d7b2b6264fe5c8b578ea9f4be84dab3ff7f7512353f8d9	96bde55fd9be7709c1e0e1141a3de885be3c47a9b2a366876e27b576a3ab357d
evidence/historical_commits.md	copilot_add-lre-ns-framework	23fdf47975f37334520440c7ad5bcfbbccc5d324359dc4c56115e2c4c7474fe3	ba4330febacc65ad8dd0d8b65d5327aebeb20f056d553f71613ee83401646ecb
evidence/external_publications/README.md	copilot_add-lre-ns-framework	2607027ae7c26b33acbcf43ea12b3b7325f41fe91e166772517fa31e5df9bf02	1f989a2596e6dc4a950f0a3846dfef6bf7e049732a4ef94499220028ede8c591
evidence/sha256_manifest.txt	copilot_add-lre-ns-framework	64886584e4ba07914c2bd3c6e3c212a382f796ff2acc11e8189b3c20720dd2e8	b56a9b7513ea161b150d200a28ed2e391b66be1956885c80db8065301cd5df80
results/verified/README.md	copilot_add-lre-ns-framework	16a079d50b7083ae3be071bb5486593edb3131e1c77838358665be1be98c0aa9	5166120df7e0ba4fbc099962fa7742323bbf2f41618f9000af4f71416f54cb5e
results/numerical/README.md	copilot_add-lre-ns-framework	3b0a41a471dfd00e9ce7a3515deca8a5beb14b753e5b59d74ad6849c866e1c6e	a7277ad34787ba0c8480271f4fdbb7bb0be439996779217257964acc9f70b470
results/unresolved/README.md	copilot_add-lre-ns-framework	d99fbfa12be17033954764dac4ef7ef96d4629c9b9a0080ac04a73b0366d02f3	19aa7a78b0deddd0b579980334ff6782469b6163b97f539d77a68c00711593b3
results/falsified/README.md	copilot_add-lre-ns-framework	09555b18ec15e0e016ad551968ff0911733d0e43e460b32295086eed2dc30242	44650ba1defa939b6df02de1316bb022d8bfa92b84897b5fbdf0c37b78aa792f
paper/main.tex	copilot_add-lre-ns-framework	9af1a44247ce6607759a207dc8df7eda92f41da9053eb6aba966ebed128a242b	f8301477dd3757e3f40b24473d1903bb507c22cadda17c4ec7d62e0f218808b1
audit/09_required_cancellations.md	copilot_add-lre-ns-framework	458e865bc4da494977d0bb1838947751ab559df041a51711d055278ce9394026	c2108bba6165af8e2a65f1c379a92e8e865cebbc4b574f23ccd8078ed36eed55
audit/08_scaling_exponents.md	copilot_add-lre-ns-framework	a065e3627b6c66ad3e90df7a226489603102c0260bb7ffbd6f8043a54039ed8f	d4132ebd0aca7a7036b5d646e2462d7ca7529bf40590da2ae395f6e306dbc97d
audit/07_support_compatibility_test.md	copilot_add-lre-ns-framework	688b21d5a29f0876d1ea82ed261c8af188be3a79cdb581da4185f835b4412f78	58df08088b1d5f28a4ef67187a60cadad30bc5227dee7e5b87f6134465e11638
audit/04_energy_concentration_test.md	copilot_add-lre-ns-framework	9b4f44c323fcd5615d4d93451d541573100b1908e35214d3f051ca071f62f526	ce240c5edd56e819e0de58b70f1ec22aa49dbad50a974d748a350359f4724511
audit/11_failed_refutation_attempts.md	copilot_add-lre-ns-framework	01aa85a3978d393988ce8dd7ca55706556296bb02be07c95f52bc9e9f53b6181	6c07e337ba4e245b88581c29cb670dbe2412e6a7a2535cae0decd8a379465232
audit/06_pressure_compatibility_test.md	copilot_add-lre-ns-framework	cbcc1e10bcb3d4b04834f2f5e39f9b6e3dba7416ecef035a46471b7b463c6a0d	8adb58da13f34de8fea150442311f9d2f3a7beefc3f46b53d31e0724806b1c09
theory/05_ESS_endpoint.md	copilot_add-lre-ns-framework	3c9eb75b606ed06ff4a73199fbaa9993a228c2c5c39664cf7da3e532583c1141	37dc38ecb9e7f5fe4cc512e897df29032f444ec84e682f97d583e56a8f8d3d04
theory/07_pressure.md	copilot_add-lre-ns-framework	259762d8be368c1b5b306994a8873eff9aeda60cea03dd523b5df91d96a91ec1	067966f7335214413dcc5f15370385f51dbf0c365888eca01c329de294b14233
